pre-2013,orig.position,dummy.random.order,reviewer.uw,link,trail,other.trails,other.trails.mw,year,month,day,author,anon.author,flowerbadge,bugs.summary,snow.summary,num.pics,flower.in.pics ,flowers.in.pics.spp,bugs.sentiment,wildlife.sentiment,crowding.sentiment,trail.condition.sentiment,weather.sentiment,view.sentiment,wildflower.sentiment,overall.report.sentiment,spp.mentioned,wildflower.value.terms,value.terms,flag,flag.comment,flag.resolved.comment,conflictive
no,213,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-07.3099340961,skyline loop,no,no,2017,July,7,NeilC,18900,yes,No bugs,Snowfields to cross - could be difficult,0,0,NA,NA,NA,NA,1,NA,NA,NA,1.5,NA,NA,difficult,,,,no
no,214,490,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-03.0930107959,skyline loop,no,no,2017,July,3,puffalo5,19740,yes,Bugs were not too bad,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,NA,3,4,NA,4,NA,NA,too dangerous; covered in snow; sucessful; great; yikes,,,,no
no,214,635,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-03.0930107959,skyline loop,no,no,2017,July,3,puffalo5,19740,yes,Bugs were not too bad,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,1,1,NA,NA,3.5,NA,NA,dangerous; successful; great; great; yikes,,,,no
no,214,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-03.0930107959,skyline loop,no,no,2017,July,3,puffalo5,19740,yes,Bugs were not too bad,Snowfields to cross - could be difficult,3,0,NA,NA,NA,NA,2,2,NA,NA,4,NA,NA,too dangerous; would be good; succesful; great time; unfortunately; yikes,,,,no
no,215,194,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-03.7292068256,skyline loop,no,no,2017,July,1,Daviskj,14040,no,No bugs,Snowfields to cross - could be difficult,0,0,NA,NA,NA,3,2,4,NA,NA,3.5,NA,NA,very friendly,,,,no
no,215,479,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-07-03.7292068256,skyline loop,no,no,2017,July,1,Daviskj,14040,no,No bugs,Snowfields to cross - could be difficult,0,0,NA,NA,NA,3,1.5,4,NA,NA,3.5,NA,NA,friendly; impassable; easily walkable; very makeshift; barely; ,,,,no
no,216,125,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-06-06.4720609825,skyline loop,no,no,2017,June,4,The Waterboy,21660,no,No bugs,Snowfields to cross - could be difficult,3,0,NA,NA,NA,2,2,NA,4,NA,4,NA,NA,serene; plethora; popular; not so diligent; fight; chaos; majestic; spectacular; thankful; REALLY steep; well worth it; just fun; wow experience; hooked; living up to [its] name,flag,other trails?,"changed to no, headers are what count",no
no,216,356,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-06-06.4720609825,skyline loop,no,no,2017,June,4,The Waterboy,21660,no,No bugs,Snowfields to cross - could be difficult,3,0,NA,NA,NA,2.5,3,3,4,NA,4,NA,NA,nice; enjoying; majestic; spectacular; fun; fun; wow; so happy; livving up to it's name,,,,no
no,217,335,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-05-30.4436548131,skyline loop,no,no,2017,May,29,andreand,12570,no,No bugs,Trail snow-covered at times - gear and expertise recommended,0,0,NA,NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,,,,no
no,217,500,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-05-30.4436548131,skyline loop,no,no,2017,May,29,andreand,12570,no,No bugs,Trail snow-covered at times - gear and expertise recommended,0,0,NA,NA,NA,3,1,NA,NA,NA,2.5,NA,NA,NA,,,,no
no,218,8,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-03-20.8681133566,skyline loop,mazama ridge snowshoe,no,2017,March,19,JoeHendricks,16200,no,No bugs,Avalanche danger,4,0,NA,NA,NA,3,NA,4,NA,NA,5,NA,NA,great; spectacular,,,,no
no,218,776,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2017-03-20.8681133566,skyline loop,mazama ridge snowshoe,no,2017,March,19,JoeHendricks,16200,no,No bugs,Avalanche danger,4,0,NA,NA,NA,3,NA,4,NA,NA,4.5,NA,NA,great; spectacular,,,,no
no,219,479,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-22.5274547551,skyline loop,no,no,2016,October,22,Sam van Roon,20310,no,No bugs,Trail snow-covered at times - gear and expertise recommended,1,0,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,favorite; a lot more snow than expected; difficult; short and easy; fun,,,,no
no,219,740,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-22.5274547551,skyline loop,no,no,2016,October,22,Sam van Roon,20310,no,No bugs,Trail snow-covered at times - gear and expertise recommended,1,0,NA,NA,NA,NA,2,NA,NA,NA,4.5,NA,NA,one of my favorites; difficult; easy; fun,,,,no
no,220,35,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-12.2170866717,skyline loop,golden gate; glacier view,no,2016,October,11,sharon,20760,no,No bugs,Snow free,4,0,NA,NA,NA,NA,3,5,4,NA,4,NA,NA,biting; fierce; very grateful,,,,no
no,220,537,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-12.2170866717,skyline loop,golden gate; glacier view,no,2016,October,11,sharon,20760,no,No bugs,Snow free,4,0,NA,NA,NA,NA,3,5,4,NA,4.5,NA,NA,finally; so fierce; very grateful,,,,no
no,221,497,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-09.2464808543,skyline loop,no,no,2016,October,9,kmcdouall,17040,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,awesome,,,,yes
no,221,525,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-09.2464808543,skyline loop,no,no,2016,October,9,kmcdouall,17040,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,NA,NA,3,NA,5,NA,4,NA,NA,awesome,,,,yes
no,221,,Tony,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-09.2464808543,skyline loop,no,no,2016,October,9,kmcdouall,17040,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,awesome;,,,,yes
no,222,282,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-06.5104107182,skyline loop,no,no,2016,October,5,KateE4,16590,no,No bugs,Trail snow-covered at times - gear and expertise recommended,2,0,NA,NA,NA,NA,2,3,4,NA,4,NA,NA,beautiful; stunning; difficult ,,,,no
no,222,798,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-06.5104107182,skyline loop,no,no,2016,October,5,KateE4,16590,no,No bugs,Trail snow-covered at times - gear and expertise recommended,2,0,NA,NA,NA,NA,2,NA,5,NA,3.5,NA,NA,beautiful; stunning; difficult,,,,no
no,223,13,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-30.8006887043,skyline loop,no,no,2016,September,30,trangNC,21900,no,Bugs were not too bad,Snow free,3,1,uncertain 1,NA,NA,NA,NA,5,5,NA,5,NA,NA,incredible; perfect,flag,unknown species,species id,no
no,223,191,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-30.8006887043,skyline loop,no,no,2016,September,30,trangNC,21900,no,Bugs were not too bad,Snow free,3,1,uncertain1,NA,NA,NA,NA,5,5,NA,5,NA,NA,incredible; well worth; perfect,,,,no
no,224,505,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-29.3189411386,skyline loop,no,no,2016,September,28,Happy Hiker,15240,no,No bugs,Snow free,4,0,NA,NA,4.5,NA,NA,NA,5,NA,4.5,NA,NA,well worth the effort; amazing,,,,yes
no,224,535,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-29.3189411386,skyline loop,no,no,2016,September,28,Happy Hiker,15240,no,No bugs,Snow free,4,0,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,Oh my gosh; at their peak; easily; in plentiful supply; glowing; amazing,,,,yes
no,224,,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-29.3189411386,skyline loop,no,no,2016,September,28,Happy Hiker,15240,no,No bugs,Snow free,4,0,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,Oh my gosh; well worth the effort; plentiful supply; glowing; amazing,,,,yes
no,225,607,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-30.7935092980,skyline loop,Deadhorse Creek,no,2016,September,28,domichan,14250,no,No bugs,Snow free,4,0,NA,NA,3,NA,NA,4,5,NA,5,NA,NA,most glorious; simply amazing; what a treat; beauty; favorite,,,,no
no,225,698,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-30.7935092980,skyline loop,Deadhorse creek,no,2016,September,28,domichan,14250,no,No bugs,Snow free,4,0,NA,NA,4,NA,NA,5,5,NA,5,NA,NA,most glorious; warm; simply amaing; what a treat; so clear; beauty; very favorite places,,,,no
no,226,146,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-27.1877826116,skyline loop,no,no,2016,September,27,MapleLeaf,18030,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,3,3,5,4,5,NA,4.5,NA,NA,interesting; on of the most beautiful and diverse; beautifully; easy; lung burner; relentlessly; worth; nicest; easy; ideal; sparser; beginning to pop ,,,,no
no,226,464,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-27.1877826116,skyline loop,no,no,2016,September,27,MapleLeaf,18030,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,NA,4,4,4,4,NA,4,NA,NA,has it all; most beautiful; most diverse; beautifully maintained; lung burner; otherworldly,,,,no
no,227,34,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-27.3372564834,skyline loop,no,no,2016,September,26,sojounrner,21090,no,Bugs were not too bad,Snow free,4,0,NA,3,4,4,NA,5,4,NA,4,NA,NA,great; nice; not bad; spectacular; what a display,,,,no
no,227,773,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-27.3372564834,skyline loop,no,no,2016,September,26,sojounrner,21090,no,Bugs were not too bad,Snow free,4,0,NA,3,3.5,4,NA,5,4.5,NA,4,NA,AN,great; nice; wasn't too distracting; not bad; spectacular; what a display,,,,no
no,228,625,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-19.1189005875,skyline loop,Camp Muir; Lakes Loop,no,2016,September,16,Stuke Sowle,21330,no,No bugs,Snowfields to cross - could be difficult,4,0,NA,NA,NA,4,4,NA,4,NA,4,NA,NA,incredible; great,,,,no
no,228,759,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-19.1189005875,skyline loop,Camp Muir; Lakes Loop,no,2016,September,16,Stuke Sowle,21330,no,No bugs,Snowfields to cross - could be difficult,4,0,NA,NA,NA,4,4,NA,5,NA,5,NA,NA,incredible; great; gentle; fine; better; treated,,,,no
no,229,395,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-24.3535563586,skyline loop,no,no,2016,September,15,tenderfootadventures,21480,yes,No bugs,Snow free,1,0,NA,NA,1,NA,NA,NA,4,NA,4,NA,NA,classic; moderately strenuous; majestic; ultra aggressive; fun; lucky,,,,no
no,229,552,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-24.3535563586,skyline loop,no,no,2016,September,15,tenderfootadventures,21480,yes,No bugs,Snow free,1,0,NA,NA,2.5,NA,NA,NA,5,NA,4,NA,NA,classic; moderately strenuous; majestic; ultra aggressive,,,,no
no,230,575,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-11.3253038886,skyline loop,Deadhorse Creek,no,2016,September,11,kelseyj,16830,no,No bugs,Snow free,4,0,NA,NA,3,NA,NA,3,5,5,4,NA,gorgeous,gorgeous; very foggy,,,,no
no,230,679,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-11.3253038886,skyline loop,Dead Horse Creek,no,2016,September,11,kelseyj,16830,no,No bugs,Snow free,4,2,uncertain 1; uncertain 2,NA,NA,NA,NA,2,4,5,4,NA,gorgeous,gorgeous,,,,no
no,231,123,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-10.6490502746,skyline loop,no,no,2016,September,9,Matt Kite,18120,yes,Bugs were not too bad,Snow free,4,0,NA,NA,4,1,NA,NA,5,NA,4.5,NA,NA,Hordes; Noise; complain; loved every minute; reveled; hard-earned; less iconic; surprised; how much we enjoyed; a little ,,,,no
no,231,716,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-10.6490502746,skyline loop,no,no,2016,September,9,Matt Kite,18120,yes,Bugs were not too bad,Snow free,4,1,uncertain 1; uncertain 2,NA,4,1,1.5,NA,4.5,NA,4,NA,NA,hordes; plenty of reasons to complain; loved nearly every minute of it; hard-earned; enjoyed,,,,no
no,232,669,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-12.9315612938,skyline loop,no,no,2016,September,5,mcodd356,18180,no,No bugs,Snow free,2,0,NA,NA,4,3,NA,3,4,NA,4,NA,NA,rightfully so; gorgeous; friendly; fun; hope to come back soon,,,,no
no,232,794,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-12.9315612938,skyline loop,no,no,2016,September,5,mcodd356,18180,no,No bugs,Snow free,2,0,NA,NA,4,2.5,NA,2,4.5,NA,4,NA,NA,gorgeous; friendly; very fun; hope to come back,,,,no
no,233,153,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-05.6135232096,skyline loop,no,no,2016,September,4,The Dandy Hiker,21600,yes,No bugs,Intermittent snow - not hard to cross,0,0,NA,NA,4,1,2,2,1,NA,1.5,NA,NA,cute; very popular,,,,yes
no,233,286,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-05.6135232096,skyline loop,no,no,2016,September,4,The Dandy Hiker,21600,yes,No bugs,Intermittent snow - not hard to cross,0,0,NA,NA,4,2,4,2.5,2,NA,3,NA,NA,hord; zero views; unfortunately; unfortunately; dangerous; ,,,,yes
no,234,502,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-03.8950784128,skyline loop,no,no,2016,September,3,Anette,12600,yes,No bugs,Snow free,0,0,NA,NA,4,3.5,NA,4,5,3.5,4,NA,NA,glorious,,,,no
no,234,316,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-03.8950784128,skyline loop,no,no,2016,September,3,Anette,12600,yes,No bugs,Snow free,0,0,NA,NA,5,3,NA,2.5,4,4,4.5,NA,still in bloom,Lots of; glorious,,,,no
no,235,115,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-06.9550623609,skyline loop,no,no,2016,September,3,oysters_mate,19440,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,5,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,NA,NA,3.5,4,3,4,NA,4.5,NA,NA,Great; fairly; very peaceful; great; not enough to inconvenience us; beautiful; really beautiful,,,,no
no,235,194,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-10-06.9550623609,skyline loop,no,no,2016,September,3,oysters_mate,19440,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,Phyllodoce empetriformis; Anemone occidentalis; uncertain1; uncertain2; uncertain3,NA,NA,3,NA,3,4,NA,4,NA,NA,great; fairly busy; very peaceful; beautiful,flag,flower id,species id,no
no,236,262,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-04.9702871232,skyline loop,no,no,2016,September,3,pnwhiker,19650,no,No bugs,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,5,3,5,2,2,2,4,NA,past peak,not an issue; perfect; enjoy; no views; mystic; good; good; best; in force; enjoying; great; looking forward,,,,no
no,236,288,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-04.9702871232,skyline loop,no,no,2016,September,3,pnwhiker,19650,no,No bugs,Snow free,4,2,uncertain 1,NA,3.5,3,4,4,2,2.5,4,NA,past their peak,perfect; good; good; best; great; looking forward,,,,no
no,237,10,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-30.7828413414,skyline loop,no,no,2016,August,30,IB45,15690,no,Bugs were not too bad,Snow free,0,0,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,great,,,,yes
no,237,674,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-30.7828413414,skyline loop,no,no,2016,August,30,IB45,15690,no,Bugs were not too bad,Snow free,0,0,NA,NA,NA,3.5,3,NA,NA,NA,5,NA,NA,great,,,,yes
no,237,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-30.7828413414,skyline loop,no,no,2016,August,30,IB45,15690,no,Bugs were not too bad,Snow free,0,0,NA,NA,NA,4,3.5,NA,NA,NA,5,NA,NA,easy; great; can't wait to go again,,,,yes
no,238,488,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-28.6450348065,skyline loop,no,no,2016,August,28,alderman,12360,yes,No bugs,Snow free,1,0,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,absolutely beautiful,,,,yes
no,238,670,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-28.6450348065,skyline loop,no,no,2016,August,28,alderman,12360,yes,No bugs,Snow free,1,0,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,Absolutely wonderful,,,,yes
no,239,505,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-31.9416740996,skyline loop,no,no,2016,August,28,trail slalom,21870,yes,No bugs,Snow free,0,0,NA,NA,NA,3,NA,5,NA,4,4,NA,fading quickly; brilliant display,fantastic; fading quickly; brilliant display; worth; great; not too congested,,,,no
no,239,751,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-31.9416740996,skyline loop,no,no,2016,August,28,trail slalom,21870,yes,No bugs,Snow free,0,0,NA,NA,NA,3.5,3,5,4,4,4,NA,brilliant display,fantastic; worth; great,,,,no
no,240,218,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-31.2981062498,skyline loop,no,no,2016,August,27,m_amie,17880,no,No bugs,Snow free,4,3,Polygonum bistortoides; Lupinus spp.; Mimulus lewisii; Broadleaf Arnica,NA,NA,3,NA,5,5,NA,5,NA,NA,thrilled; awe; breathtaking; amazing; lucky; wonderfully clear; worth every step,,,,no
no,240,639,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-31.2981062498,skyline loop,no,no,2016,August,27,m_amie,17880,no,No bugs,Snow free,4,2,uncertain1; uncertain2; uncertain3; uncertain4,NA,NA,3,NA,4,5,NA,5,NA,NA,thrilled; in complete awe; breathtaking; amazing; lucky; wonderfully; worth every step,,,,no
no,241,429,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-22.7960835548,skyline loop,no,no,2016,August,22,RedmondWriter,19980,yes,No bugs,Snow free,4,1,Anemone occidentalis,NA,NA,3,NA,4,4,5,5,NA,Loved; glorious!,LOVED; beauty; challenge; felt good; felt necessary; enjoy it!; I'll be back; Awesome,,,,no
no,241,674,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-22.7960835548,skyline loop,no,no,2016,August,22,RedmondWriter,19980,yes,No bugs,Snow free,4,1,uncertain 1,NA,NA,3,NA,2,2,NA,4.5,NA,NA,I LOVED; absolutely NO view; absolutely LOVED; beauty; No problema!!!; 100% agree; might not expect; good; fingers numb; bay-bee; enjoy it; TOTALLY unprepared; love it; loved,,,,no
no,241,,Tony,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-22.7960835548,skyline loop,no,no,2016,August,22,RedmondWriter,19980,yes,No bugs,Snow free,4,1,Anemone occidentalis,NA,NA,3,3,3,4,NA,5,NA,NA,good; necessary ,,,,no
no,242,583,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-22.0918465626,skyline loop,no,no,2016,August,22,seattlenativemike,20610,yes,Bugs were not too bad,Snow free,4,3,Lupinus latifolius; Anemone occidentalis; Castilleja parviflora; Polygonum bistortoides,NA,NA,NA,NA,NA,5,3,4,NA,on the wane; not as strong as last year,favorite; great; good,,,,no
no,242,754,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-22.0918465626,skyline loop,no,no,2016,August,22,seattlenativemike,20610,yes,Bugs were not too bad,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,NA,NA,4,NA,5,5,3.5,4.5,NA,on the wane; not as strong as last year,favorite; on the wane; great; right on time; nice; good,,,,no
no,243,303,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-28.0863755887,skyline loop,no,no,2016,August,21,Tawny,21450,yes,Bugs were not too bad,Snow free,0,0,NA,NA,NA,1.5,2.5,3.5,NA,3,3.5,NA,NA,enjoyed; nightmare; love; good,,,,no
no,243,571,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-09-28.0863755887,skyline loop,no,no,2016,August,21,Tawny,21450,yes,Bugs were not too bad,Snow free,0,0,NA,NA,NA,2,NA,4,4,3,4,NA,just started,steep; mellowed out; enjoyed; whipping; would do thi again; nightmare,,,,no
no,244,267,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-19.0655718049,skyline loop,no,no,2016,August,18,Vanlea,22110,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,0,NA,NA,5,3,3,4,5,4,5,NA,full of,Amazing; beautiful; up close and personal; :); nice; pretty; good; amazing; just fine; helped; very little; nice; wonderful; easy; spectacular; clear; full of; very friendly; great,,,,yes
no,244,688,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-19.0655718049,skyline loop,no,no,2016,August,18,Vanlea,22110,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,0,NA,NA,4,NA,NA,4,5,NA,4,NA,NA,Amazing hike!!!; beautiful; full sun exposure; amazing; very little shade; spectacular; very friendly; great,,,,yes
no,245,102,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-18.6848422077,skyline loop,pebble creek; glacier view; glacier vista - panorama point; alta vista loop,no,2016,August,16,mtnman9,18720,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,3,,NA,3,3,4,4,4,3.5,4,NA,NA,beautiful; abundant; abundance; good; highly recommend,,,,no
no,245,514,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-18.6848422077,skyline loop,pebble creek; glacier view; glacier vista - panorama point; alta vista loop,no,2016,August,16,mtnman9,18720,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,Lupinus spp.; uncertain 1,NA,3,3,4,4.5,3.5,3.5,4,NA,NA,beautiful; abundant; abundance; good; highly recommend,flag,unknown species,species id,no
no,245,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-18.6848422077,skyline loop,pebble creek; glacier view; glacier vista - panorama point; alta vista loop,no,2016,August,16,mtnman9,18720,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,uncertain 1,NA,3.5,3.5,4,5,4,4,4.5,NA,abundance,beautiful; abundant; abundance; good; highly recommend,,,,no
no,246,348,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-18.0644749210,skyline loop,no,no,2016,August,16,erinelizabeth882,14730,yes,No bugs,Snow free,0,0,NA,NA,NA,2,NA,3,5,4,4.5,NA,lovely,favorite; moderate; lovely; challenging; fair amount; completely worth it; beautiful; plenty; up close and personal; lovely; sweeping mountain vistas; lovely; worth the work; neat,,,,no
no,246,823,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-18.0644749210,skyline loop,no,no,2016,August,16,erinelizabeth882,14730,yes,No bugs,Snow free,0,0,NA,NA,NA,2.5,3,NA,4,4,4,NA,lovely,favorite; lovely; worth it; beautiful; lovely; lucky; lovely; worth; neat,,,,no
no,247,321,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-16.3730566331,skyline loop,no,no,2016,August,16,Kristinleclair,17130,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2,NA,NA,4,3,NA,5,5,5,NA,amazing,noticeable less crowded; plenty; plenty; great; amazing; amazing; no big deal at all; awesome; even nicer; no joke; stunning; so much to see; loved,,,,no
no,247,848,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-16.3730566331,skyline loop,no,no,2016,August,16,Kristinleclair,17130,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2; uncertain 3,NA,NA,4.5,4,NA,5,5,5,NA,amazing,amazing; amazing; no big deal; awesome; even nicer; stunning; so much to see; loved; can't recommend highly enough; more beautiful,,,,no
no,248,352,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-17.8224611608,skyline loop,no,no,2016,August,14,blueislandgirl,13110,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,1,0,NA,1,NA,1,NA,NA,5,5,2.5,NA,spectacular; beauty,gloriousness; truly amazing; spectacular; tough; good; absolute dismay; reckless disregard; for naught; many; too many too count; aghast; horrified; sad; angry; spoil; not hard; gorgeous; lost a lot of faith in humanity; beauty; disregard,,,,no
no,248,363,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-17.8224611608,skyline loop,no,no,2016,August,14,blueislandgirl,13110,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,1,0,NA,2,NA,1,2,NA,NA,5,5,NA,spectacular,gloriousness; amazing; spectacular; tough; good; absolute dismay; aghast; horrified; sad; angry; gorgeous; lost a lot of faith in humanity; beauty,,,,no
no,249,423,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-14.1461650089,skyline loop,no,no,2016,August,13,benzbri,13050,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,3,5,3,4,5,5,5,5,NA,treated; galore,gem; popular; does not disappoint; aptly named Paradise; treated; galore; beautiful; beautiful; confusing; mostly well-marked; perfect; breathtaking; very friendly; not so great; not annoying; ,,,,no
no,249,724,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-14.1461650089,skyline loop,no,no,2016,August,13,benzbri,13050,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,3,uncertain 1; uncertain 2; uncertain 3; uncertain 4,4,4.5,3,3.5,NA,5,5,5,NA,galore,gem; does not dissapoint; aptly named paradise; beautiful; impossible to take a bad picture; beautiful; a bit confusing; breathtaking; friendly; not so great; not annyoing,,,,no
no,250,639,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-14.0148815420,skyline loop,Lakes Loop,no,2016,August,13,Tuh_mare_uh,22020,yes,Bugs were terrible,Intermittent snow - not hard to cross,0,0,NA,1,4,NA,NA,NA,5,4,4.5,NA,in bloom!,amazing!; absolutely gorgeous; pretty awful; so worth it!; bit difficult,,,,no
no,250,681,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2016-08-14.0148815420,skyline loop,Lakes Loop,no,2016,August,13,Tuh_mare_uh,22020,yes,Bugs were terrible,Intermittent snow - not hard to cross,0,0,NA,1,5,NA,NA,NA,5,5,4,NA,in bloom!,Amazing; absolutely gorgeous; many; tons of; be careful; nice; pretty awful; difficult; so worth it,,,,no
